Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
43225,43225,328.86517399916,33.91641666868,1947936963467689216,1.2722,3.779,0.813,-3.691,11.849784,0.002773,12.035817,0.002871,11.528371,0.003811,11.403911,0.018729,0.507446,0.186033,0.321413,,7622.4,755.5836,1.9,10.972712,1.709,0.961,0.5505415,A      
108482,8482,83.47067986436,42.67518625275,194725953119199872,0.9357,8.858,2.964,-8.347,12.481742,0.002784,12.605755,0.002876,12.254551,0.003816,,,0.351204,0.124013,0.227191,,10231.5,1302.4752,1.9388,23.969057,,,0.5720335,B      
58555,58555,300.13794063349,37.37043408604,2060226954985262976,0.8341,3.302,0.552,-3.256,12.155562,0.002763,12.274115,0.00287,11.931796,0.003893,11.837301,0.015996,0.342319,0.118552,0.223766,,8190.0,1070.716,2.0629,28.584143,2.182,0.418,0.61920327,A      
22284,22284,29.00659032146,57.74688604076,505352831380020736,1.291,11.436,-10.567,-4.372,12.271425,0.005819,12.530138,0.015765,11.832388,0.015958,11.629972,0.034551,0.69775,0.258713,0.439037,,7485.1,760.0709,1.9069,10.304526,1.679,1.055,0.4817448,A      
25389,25389,1.21394657807,67.8348658041,528971852967132288,0.8548,0.425,0.363,-0.222,14.906369,0.002771,15.788955,0.003705,13.968984,0.003871,13.469639,0.082725,1.819971,0.882586,0.937386,,8948.2,987.1347,1.7398,23.7359,2.088,0.461,0.59030247,A      
118615,18615,63.43440357061,43.24105745185,232117972759862912,1.1413,3.935,1.174,-3.755,12.398649,0.002763,12.656207,0.002904,11.956003,0.003873,11.794315,0.066473,0.700204,0.257558,0.442646,,9873.9,902.1448,1.8948,28.85463,2.255,,0.61358035,B      
58025,58025,301.23928285221,33.35041377938,2058185647250812544,0.7428,5.348,-2.089,-4.922,13.520846,0.002771,13.786823,0.002871,13.089588,0.003804,12.894202,0.067717,0.697235,0.265977,0.431258,,7191.0,1271.8431,1.8332,7.856673,1.574,1.231,0.4900092,A      
29072,29072,123.41594482891,29.87158693992,876695806861934720,1.8053,3.467,1.363,-3.188,10.414434,0.002782,10.552733,0.002987,10.160802,0.00382,10.051821,0.004849,0.391932,0.1383,0.253632,,7497.0,581.9113,2.6151,17.07027,1.857,1.055,0.41745296,A      
153262,53262,43.81596994012,63.57370214693,467495821400486912,0.5608,2.225,-1.95,1.07,13.221264,0.00276,13.520962,0.002817,12.744728,0.003793,,,0.776234,0.299698,0.476536,,10341.6,1939.7966,2.9135,66.96975,2.644,0.318,0.53102654,B      
99179,99179,99.80535659134,2.31875244253,3126764095895965568,0.5839,1.088,0.538,-0.945,14.688952,0.002771,15.072039,0.003204,14.135941,0.003971,13.696459,0.144569,0.936098,0.383086,0.553012,,7204.1,1335.3448,1.3794,6.0653605,1.508,0.951,0.61319786,A      
87917,87917,110.71902716966,-9.24063512215,3047741061342564224,1.1089,3.135,3.015,0.858,10.972713,0.002793,11.088558,0.003218,10.73292,0.003955,10.608556,0.015721,0.355639,0.115846,0.239793,,8035.4,919.4052,3.0664,32.41953,2.149,0.758,0.378686,A      
97990,97990,96.68229908604,-2.55617954498,3117372647388070272,0.6785,2.709,-2.691,-0.316,12.278975,0.002778,12.524173,0.002917,11.872472,0.00382,11.686198,0.017997,0.651701,0.245198,0.406503,,9006.7,1577.0977,3.5287,60.70057,2.498,0.496,0.4354886,A      
97553,97553,108.57351646066,2.27498601809,3115019421924856832,0.501,2.763,-0.353,-2.74,13.500529,0.003026,13.719499,0.005561,13.145871,0.005197,13.069877,0.030172,0.573628,0.218969,0.354658,,7495.1,1949.6304,2.4581,16.723335,1.856,0.99,0.5092075,A      
59795,59795,307.48537067305,42.82218433511,2068237829195888000,0.7223,2.003,0.385,-1.966,12.446939,0.002785,12.727742,0.002878,11.980749,0.003904,11.797985,0.044344,0.746993,0.280804,0.466189,,9140.5,2575.9648,5.7495,60.040356,2.503,0.448,0.43780258,A      
84565,84565,110.62873125273,-15.5151828436,3031131288936195072,0.4579,1.129,-0.157,-1.118,14.342418,0.002776,14.672513,0.002974,13.834285,0.003894,13.626217,0.222866,0.838228,0.330095,0.508133,,6908.4,1970.7714,2.2333,9.934645,1.633,1.499,0.43707165,A      
174910,74910,14.40284798962,64.85969419253,524327167954293760,0.5818,2.422,-2.365,-0.523,10.003381,0.003829,10.433177,0.00701,9.384376,0.01145,,,1.048801,0.429796,0.619005,,21941.0,1647.6323,8.7081,,,,,B      
179229,79229,94.98407083972,42.86965892999,961633075811992704,0.0572,0.824,0.75,-0.341,16.847452,0.002963,16.908043,0.005475,16.751564,0.006633,,,0.156479,0.060591,0.095888,,9992.4,5555.362,0.9471,8.193453,,,0.96608645,B      
95665,95665,108.85231067388,-2.89513449132,3108098236752649984,0.6017,2.341,-2.176,0.862,13.093004,0.0028,13.295327,0.00293,12.755747,0.003819,12.568581,0.052603,0.53958,0.202323,0.337257,,7329.5,1403.2792,2.1073,14.439906,1.783,1.165,0.43942446,A      
168118,68118,34.41736819755,62.93758550675,513935790946077440,0.1561,0.608,-0.6,0.096,16.120033,0.00277,16.59411,0.003795,15.456881,0.004121,,,1.13723,0.474077,0.663153,,9812.7,3799.8066,2.1072,50.076385,2.463,0.376,0.6143366,B      
47807,47807,343.8906862231,52.47958763496,1990146695161545344,1.3103,8.24,-7.332,-3.762,12.047193,0.002771,12.263063,0.002972,11.686204,0.003833,11.552211,0.018488,0.576859,0.21587,0.360989,,7597.1,766.3259,1.8887,10.408016,1.692,0.941,0.5079322,A      
140476,40476,0.4262275911,64.60686187288,431768977766839168,0.3421,2.74,-2.683,-0.558,15.031871,0.002772,15.41066,0.003129,14.456347,0.003965,,,0.954313,0.378789,0.575524,,11296.2,4432.078,3.1943,57.245827,2.701,,0.4974509,B      
60985,60985,302.25989328889,40.57811007374,2074490781887153536,0.9541,0.722,-0.111,-0.714,11.860516,0.002765,12.095014,0.002899,11.476325,0.003812,11.317134,0.01355,0.618689,0.234498,0.384191,,7165.8,930.8193,2.7117,18.799007,1.883,1.139,0.41506964,A      
143401,43401,53.9953859105,58.98351160252,450029976111732096,0.1167,0.099,-0.06,0.079,16.694202,0.002819,17.252705,0.005431,15.955021,0.004587,,,1.297684,0.558502,0.739182,,9735.8,4713.049,2.3257,45.18,2.416,0.373,0.48983932,B      
71211,71211,347.81437188824,63.19591001143,2207539630245935744,0.8811,4.907,-3.101,-3.802,14.781346,0.002767,15.452305,0.003214,13.972561,0.003873,13.519465,0.080101,1.479744,0.670959,0.808785,,7864.4,1054.3488,1.5893,10.186592,1.727,0.509,0.2862006,A      
165372,65372,27.81434983989,62.67041111519,511803356861194496,0.0353,1.709,-1.193,-1.223,15.946637,0.00301,16.529093,0.003959,15.124669,0.004028,,,1.404424,0.582456,0.821968,,10545.2,2865.496,2.0942,,,,,B      
61664,61664,298.96486945494,44.45271095365,2079042210270095232,1.3289,13.713,5.58,-12.526,12.078651,0.002761,12.26709,0.002858,11.761334,0.003791,11.633839,0.012766,0.505755,0.188438,0.317317,,7732.2,698.5988,1.5789,9.810469,1.702,0.604,0.60133594,A      
70699,70699,325.40438212855,60.83459422461,2203787993498368000,1.1138,3.174,-1.466,-2.815,12.692193,0.002759,13.064922,0.002842,12.139507,0.00379,11.889633,0.014953,0.925415,0.372729,0.552686,,9154.1,940.3004,2.1708,28.167484,2.175,0.419,0.59971493,A      
182747,82747,298.0732393486,16.40553226158,1819983217633076352,0.1906,8.576,-3.749,-7.713,13.81166,0.002767,13.950753,0.002868,13.563723,0.003827,,,0.387031,0.139093,0.247937,,9778.8,5396.0527,4.5536,120.56797,2.934,0.341,0.40288016,B      
71020,71020,330.70477769022,63.60997555856,2206018284113420160,0.2865,4.507,-3.896,-2.266,14.477661,0.002762,14.944985,0.003093,13.83319,0.003886,13.562014,0.101112,1.111795,0.467324,0.644471,,6539.4,2483.362,3.3327,39.51992,2.192,0.876,0.40961128,A      
30674,30674,107.12523727697,38.14794903021,946246029055914368,1.0336,10.296,-1.317,-10.212,11.921094,0.002781,12.054564,0.003409,11.681804,0.003895,11.592676,0.015103,0.37276,0.13347,0.23929,,7764.7,940.5983,2.0404,13.206664,1.775,0.921,0.50928295,A      
38322,38322,306.12304648161,26.0863078269,1832749960692503680,0.4718,7.087,-5.191,-4.825,14.515888,0.002762,14.895812,0.003041,13.958595,0.003851,13.75556,0.095616,0.937217,0.379924,0.557293,,7083.3,1920.1797,2.1842,10.708627,1.667,1.355,0.45412612,A      
112683,12683,76.63575717787,42.81298901074,202208061029285888,0.2808,1.468,-0.156,-1.46,14.878769,0.002789,15.055465,0.00533,14.209607,0.005436,,,0.845858,0.176696,0.669162,,13169.5,3039.752,1.9952,109.58362,3.189,,0.76208663,B      
176433,76433,10.16631410443,63.98068933823,526959093857150592,0.2774,2.659,-2.644,-0.276,14.437877,0.002765,14.957649,0.003014,13.740235,0.003833,,,1.217414,0.519773,0.697641,,10925.5,2916.131,3.5179,209.42686,3.364,0.235,0.47410747,B      
178193,78193,149.87437224892,22.15605283563,629767519854647424,0.0437,9.22,0.363,-9.213,16.4759,0.002878,16.417837,0.004295,16.61129,0.007183,,,-0.193453,-0.058064,-0.135389,,15674.1,14329.024,1.6621,154.88562,,,1.2349874,B      
170798,70798,30.26749885285,64.15562178527,517957598319112960,0.0716,1.569,-1.529,0.349,17.549221,0.002862,18.11902,0.007565,16.802137,0.005449,,,1.316883,0.569799,0.747084,,9725.0,3242.9844,1.101,9.6330805,,,0.74618995,B      
118565,18565,60.46450941796,43.26532270129,231554816648708224,0.0953,0.271,0.081,-0.259,15.694309,0.002791,15.952765,0.004258,15.241524,0.005423,,,0.711241,0.258455,0.452786,,9976.1,4327.389,2.0249,37.501328,2.368,0.267,0.524526,B      
95044,95044,100.91233642244,-3.15216015295,3105726620228557312,0.6212,2.482,-0.479,-2.435,11.970869,0.002767,12.178782,0.00286,11.609791,0.003846,11.456301,0.014546,0.568991,0.207912,0.361078,,6661.7,1960.3715,5.5719,77.84972,2.633,0.465,0.27034903,A      
72095,72095,355.17767922915,68.74132112689,2214168482768791168,0.4698,3.871,-3.626,-1.357,15.079954,0.00278,15.760842,0.003627,14.268375,0.003975,13.86182,0.138424,1.492467,0.680888,0.811579,,8546.6,2101.5112,2.6453,33.543003,2.203,0.593,0.5518102,A      
130236,30236,21.33925724087,58.65441154862,413195992989679488,0.2161,1.433,-1.414,-0.234,14.746051,0.002763,14.966984,0.002895,14.360927,0.003838,,,0.606057,0.220933,0.385124,,9804.5,5449.899,3.6178,64.3738,2.587,0.379,0.42969996,B      
159861,59861,28.63485584771,60.22233027866,508102400723857920,0.3295,0.936,0.187,-0.917,14.299267,0.002758,14.676127,0.002851,13.72885,0.003799,,,0.947276,0.37686,0.570416,,11142.9,5329.7666,5.3971,111.672615,2.995,0.236,0.3830168,B      
149678,49678,53.30703126028,60.7128602376,462437655594980480,0.3194,0.571,0.2,0.535,17.38607,0.002867,18.028881,0.008095,16.60736,0.006278,,,1.42152,0.642811,0.778709,,9645.3,2868.7432,1.144,10.650591,,,0.8108269,B      
44332,44332,323.8779973172,40.6774064077,1966091584072599808,0.8328,4.32,0.331,-4.307,13.825882,0.002762,14.131341,0.002849,13.355215,0.003822,13.097687,0.053356,0.776126,0.305459,0.470667,,7339.3,1232.134,1.6135,6.23504,1.536,0.66,0.56122327,A      
147814,47814,36.21989685667,58.45652788143,458928873475271040,0.2467,2.666,0.272,-2.652,13.279068,0.00386,13.545463,0.002906,12.721516,0.003814,,,0.823947,0.266395,0.557552,,10659.6,2215.4082,3.3937,128.81358,3.033,0.275,0.46431658,B      
48166,48166,353.6450342223,51.62334530243,1992853800169319552,1.1752,4.347,-1.407,-4.113,11.35274,0.002781,11.479652,0.002831,11.128983,0.003792,11.030933,0.013541,0.35067,0.126912,0.223758,,8954.7,940.7754,2.4428,26.935526,2.132,0.504,0.60779643,A      
51500,51500,347.64310444992,58.4300815043,2010583558307894144,1.2223,6.702,-4.135,-5.274,11.978745,0.002759,12.235124,0.002865,11.565976,0.003793,11.380794,0.027563,0.669148,0.256379,0.412768,,8199.0,742.4773,2.0545,18.859322,1.936,0.751,0.32035762,A      
163169,63169,20.05485338846,60.8558954234,510469924134593536,0.2151,1.743,-1.735,-0.167,14.774943,0.002764,15.066308,0.002945,14.300001,0.003866,,,0.766307,0.291365,0.474942,,11653.1,5195.0474,3.5534,133.83482,3.154,,0.4966476,B      
43945,43945,330.62711423435,45.05186489556,1962811324266235392,1.1067,1.131,0.466,-1.031,12.242141,0.00276,12.448695,0.002847,11.900186,0.0038,11.735279,0.037561,0.54851,0.206554,0.341955,,8223.6,946.2555,2.0096,15.001561,1.861,0.651,0.56500554,A      
157954,57954,28.94136125279,59.02851951012,506339265110797568,0.3007,1.022,-0.716,-0.729,13.92855,0.002769,14.196599,0.00287,13.488461,0.003836,,,0.708138,0.268049,0.440089,,10672.3,3738.3997,3.7621,112.69621,2.958,0.276,0.45570657,B      
92151,92151,125.7479843107,-3.92134418038,3066689937350820608,1.426,0.198,-0.196,0.024,9.508871,0.002762,9.561328,0.002804,9.388013,0.003785,9.3241,0.007788,0.173315,0.052457,0.120858,,9126.1,760.6574,3.9697,83.19392,2.68,0.437,0.46569917,A      
21233,21233,76.95482503413,64.56046006662,479140749045522560,0.4912,1.934,-1.665,-0.984,14.350181,0.002763,14.655919,0.002926,13.881067,0.003843,13.628168,0.057164,0.774852,0.305738,0.469113,,7151.4,1398.316,1.4634,8.789901,1.606,1.317,0.5482611,A      
153487,53487,41.14538563266,63.82525208321,467656040863596544,0.238,1.486,-1.44,-0.368,16.866034,0.002786,17.404392,0.006144,15.97777,0.00606,,,1.426622,0.538359,0.888264,,9971.4,2172.2761,1.0874,11.179962,,,0.79935485,B      
25907,25907,14.86779382777,70.99378363037,533482255823811456,0.9562,0.67,-0.669,0.037,11.852192,0.002764,12.167244,0.002852,11.365926,0.003803,11.155611,0.008688,0.801318,0.315052,0.486266,,7396.0,1015.8788,3.4405,37.706955,2.217,0.737,0.46190432,A      
84657,84657,109.66446002237,-15.60258349846,3031346690135862272,0.5266,3.344,-3.247,0.8,14.159363,0.002766,14.438274,0.002939,13.716131,0.003818,13.52042,0.061291,0.722143,0.278912,0.443232,,7404.9,1736.6078,1.8406,9.749928,1.657,1.089,0.5290542,A      
158601,58601,32.4830241345,59.17056036504,506898744728574464,0.2969,0.89,-0.887,-0.064,15.602176,0.002775,15.879136,0.003722,15.158204,0.00424,,,0.720932,0.27696,0.443972,,9658.4,3313.5132,1.6539,21.890253,2.132,,0.57918537,B      
7432,7432,50.98129386482,46.8172622531,242978501942702976,1.0962,2.132,-1.49,-1.526,12.589857,0.002764,12.943299,0.002822,12.066272,0.0038,11.856338,0.033163,0.877028,0.353442,0.523585,,6986.0,779.1902,1.9994,11.180667,1.683,1.327,0.50579196,A      
176095,76095,15.31030868478,65.19367673433,525813093500603008,0.138,1.741,-1.683,-0.446,14.714549,0.002768,15.348235,0.003086,13.929321,0.003845,,,1.418914,0.633686,0.785228,,15110.6,4501.982,4.7782,1347.9384,5.419,,0.5804637,B      
166745,66745,22.2002459571,63.30627700429,512605141356214912,0.3182,1.976,-1.956,-0.28,11.861168,0.002764,12.154975,0.002875,11.384188,0.003807,,,0.770787,0.293807,0.47698,,15443.6,4026.576,9.155,2028.3816,5.966,,0.46551865,B      
108952,8952,80.65843199171,42.17654042303,195214273722343936,0.2072,1.192,-0.19,-1.176,15.413292,0.002786,15.599884,0.003573,15.101365,0.004255,,,0.498519,0.186592,0.311927,,10033.0,3747.5579,1.6301,26.329702,2.242,,0.7853478,B      
184025,84025,295.52946645002,19.17973135945,1824498224693165056,0.208,7.074,-3.261,-6.278,15.391094,0.002792,15.935512,0.003802,14.662379,0.004083,,,1.273132,0.544417,0.728715,,11197.9,3823.8528,3.0897,140.90384,3.135,0.234,0.51063186,B      
3814,3814,86.39551751994,40.23872081747,191767472269219968,1.9728,3.488,-3.194,-1.401,12.030735,0.002911,12.261359,0.004088,11.489174,0.004391,11.330421,0.006976,0.772185,0.230624,0.541561,,7101.4,521.578,1.6319,4.8825274,1.415,1.428,0.2782127,A      
170896,70896,28.53132344895,64.40050595263,518016593990567680,0.1476,1.568,-1.42,0.666,16.654755,0.002796,17.13992,0.004604,15.991063,0.004559,,,1.148856,0.485165,0.663692,,9972.1,4523.322,1.9731,36.3768,2.353,0.258,0.531491,B      
180640,80640,259.20863753863,43.14988115421,1360408252238042752,0.0681,5.003,-4.977,-0.512,16.45244,0.002888,16.336754,0.010758,16.397345,0.018166,,,-0.060591,-0.115686,0.055096,,15326.3,12642.372,1.619,126.794136,,,1.1767573,B      
149187,49187,42.18281424053,58.13466814989,461006606850499072,0.1712,0.411,-0.386,-0.141,15.013413,0.002779,15.577696,0.003725,14.275321,0.003945,,,1.302375,0.564282,0.738092,,12126.2,3981.1692,3.7269,284.9372,3.686,,0.5139727,B      
1190,1190,41.81583987659,36.10262059166,141371189307522432,2.5744,7.059,-6.83,-1.782,9.959607,0.002954,10.079775,0.002926,9.694651,0.003839,9.591344,0.020676,0.385124,0.120168,0.264956,1.6034,7497.2,436.4524,2.465,13.15583,1.759,1.084,0.32036084,A      
35190,35190,305.87476276378,8.93203505242,1752321952118933888,3.6893,7.978,0.77,-7.941,9.211272,0.002781,9.386257,0.003027,8.900789,0.003856,8.774256,0.009687,0.485468,0.174985,0.310483,,7012.8,271.7739,2.3853,11.562899,1.69,1.391,0.39560407,A      
16037,16037,10.22737238066,59.66978331565,425505605474859904,1.5684,6.107,-3.657,-4.891,12.436977,0.002765,12.755067,0.002903,11.956347,0.003813,11.770506,0.013159,0.79872,0.31809,0.480631,,7622.5,678.5537,1.6575,7.2579875,1.597,0.532,0.63812613,A      
85914,85914,116.36912274159,-12.84461221461,3036624101125961728,0.5731,3.599,-3.544,-0.629,12.110839,0.002765,12.29653,0.002836,11.789428,0.003798,11.64912,0.02939,0.507102,0.185691,0.321411,,7474.6,1328.1741,3.0087,39.769722,2.231,0.783,0.43438473,A      
122515,22515,73.95985251141,47.8499777556,254997469702964736,0.2271,1.042,0.974,-0.371,16.544062,0.002833,16.948189,0.005441,15.874925,0.006733,,,1.073264,0.404127,0.669137,,9786.6,2542.2017,1.1172,10.287088,,,0.79516315,B      
111327,11327,78.16196446439,41.17625705619,201116314702079488,0.1763,0.198,0.009,-0.198,14.400327,0.002778,14.504952,0.00297,14.195324,0.003855,,,0.309628,0.104625,0.205003,,14192.7,5579.6943,2.7707,297.63943,4.003,,0.68534803,B      
118858,18858,65.38707763941,45.8581076553,232972293294345344,0.3571,0.937,-0.103,-0.931,14.95106,0.002771,15.476334,0.003263,14.249564,0.003963,,,1.226769,0.525273,0.701496,,10402.2,3379.63,3.3542,69.87609,2.689,0.29,0.45989662,B      
178039,78039,39.59290949419,80.53814515096,568641373501331584,0.0718,1.0,-0.51,0.86,15.205237,0.00283,15.225386,0.003259,15.166267,0.004406,,,0.059118,0.020148,0.03897,,15816.2,6712.7393,1.7378,182.57053,,,1.1989132,B      
152617,52617,44.83818581576,62.61564139847,466626142061707904,0.3058,2.546,-1.405,2.123,15.158664,0.002768,15.46986,0.003092,14.668759,0.003938,,,0.801101,0.311196,0.489904,,9637.3,4694.601,3.0885,30.883879,2.25,0.312,0.43641064,B      
24089,24089,35.22817609933,67.97325561266,520368174479596672,1.3281,2.104,-0.58,-2.022,12.746098,0.00276,13.213722,0.002838,12.106903,0.003787,11.814089,0.020612,1.106819,0.467625,0.639195,,7783.7,768.7837,2.1455,14.909509,1.831,0.841,0.54552543,A      
99053,99053,102.23061357676,1.99388081734,3126164346662793856,2.2523,12.006,11.855,1.899,9.839942,0.002784,9.891931,0.00295,9.727266,0.003853,9.665109,0.005248,0.164664,0.051989,0.112676,,9300.3,447.8021,1.9911,26.331526,2.158,0.371,0.58909464,A      
4214,4214,79.47860592329,41.19823293973,195065736574886272,1.472,10.404,6.542,8.09,10.958281,0.002899,11.089152,0.004159,10.71074,0.004243,10.59234,0.00883,0.378412,0.130872,0.24754,1.6504,8158.2,716.3046,2.4229,19.652208,1.948,0.771,0.47674412,A      
164262,64262,26.6540768088,61.21268176224,511217454604075904,0.316,1.235,-1.157,-0.431,14.815587,0.002762,15.226223,0.003009,14.216966,0.00387,,,1.009257,0.410636,0.598621,,9740.2,3971.7473,3.6167,57.67784,2.526,0.388,0.422965,B      
46341,46341,328.32931981475,48.76971951384,1979373547104735872,0.8448,5.978,-4.761,-3.615,13.527288,0.002767,13.835544,0.002852,13.045202,0.003818,12.724282,0.094204,0.790341,0.308256,0.482085,,7496.3,1207.8875,1.8169,8.667634,1.627,0.953,0.5048221,A      
37506,37506,294.54397328932,19.29140606595,1825255517661047424,0.7989,2.064,-0.415,-2.022,12.533319,0.002764,12.872088,0.002862,12.020496,0.003829,11.792287,0.025734,0.851591,0.338768,0.512823,,7524.1,1667.5525,4.1856,31.998123,2.137,0.794,0.34777206,A      
124185,24185,70.94660436379,49.17285469745,259060577485667840,0.3403,0.968,0.597,-0.762,14.173397,0.002763,14.493841,0.003011,13.672467,0.003863,,,0.821374,0.320444,0.50093,,10645.6,3606.0728,3.5897,85.254974,2.799,0.279,0.44852147,B      
89104,89104,107.836977253,-7.90714311504,3051828220937420032,1.7666,3.095,0.082,-3.094,11.2335,0.002871,11.370494,0.002923,10.983388,0.00393,10.880043,0.009116,0.387106,0.136994,0.250112,,7961.2,649.5845,1.9187,9.599815,1.699,0.552,0.60321796,A      
100834,834,72.95797696239,33.94946412751,161696894402313728,0.5942,2.779,1.233,-2.49,12.632508,0.002805,13.030899,0.003391,12.048207,0.004041,11.76867,0.018973,0.982692,0.398391,0.584301,,11834.4,1873.4254,4.0511,225.37726,3.49,,0.48592508,B      
177484,77484,25.52172432041,70.16322333284,533732738315839616,1.1948,2.476,-2.416,0.542,9.815619,0.002762,9.965581,0.002819,9.531149,0.003789,9.404814,0.007701,0.434432,0.149962,0.28447,,10763.8,868.5963,4.5605,237.57697,3.447,0.231,0.47731474,B      
102912,2912,80.50321106693,34.76993304906,183561988791459840,0.3124,1.955,-0.192,-1.946,13.156299,0.00279,13.420776,0.003071,12.717366,0.003841,,,0.70341,0.264478,0.438932,,14110.1,3217.6746,3.9432,514.8237,4.512,,0.53022665,B      
110432,10432,73.02669832522,41.00043214411,200351295125780352,0.2464,1.436,-0.248,-1.415,14.50586,0.002842,14.698852,0.003656,14.159116,0.004099,,,0.539736,0.192991,0.346745,,14193.0,5187.894,2.833,148.8259,3.713,,0.9877088,B      
179448,79448,98.3326298086,54.00594779339,994521633261640576,0.9094,6.27,1.957,-5.957,11.422991,0.002796,11.424551,0.002876,11.403281,0.003811,11.382008,0.010335,0.02127,0.00156,0.01971,,9998.2,1411.7292,2.6566,48.91979,2.647,,0.66353565,B      
16312,16312,13.56735447697,62.13388297842,427484421465331328,0.5537,1.171,0.096,-1.167,14.837036,0.002772,15.577432,0.003326,13.97096,0.00385,13.636349,0.074305,1.606472,0.740396,0.866076,,6998.1,2411.7766,4.2038,39.27709,2.279,0.565,0.24293236,A      
71890,71890,345.73218750677,66.89398143901,2212324155092435200,0.411,1.828,-1.827,-0.067,14.672096,0.002808,15.393431,0.003698,13.832657,0.004065,13.409225,0.089796,1.560774,0.721334,0.839439,,8549.4,2083.2908,3.3588,69.37555,2.559,0.505,0.46857202,A      
97182,97182,102.39677442768,0.65800441808,3113621186733063168,1.0828,1.345,-1.079,0.802,12.100785,0.002771,12.265332,0.002851,11.813651,0.003809,11.687481,0.012962,0.451681,0.164547,0.287134,,7977.3,784.7098,1.6593,11.793436,1.736,0.947,0.39570686,A      
60334,60334,308.39730599801,47.73293709175,2071643222873655168,1.7731,1.461,1.376,0.491,11.183524,0.002784,11.36171,0.002872,10.876659,0.003817,10.74752,0.012886,0.48505,0.178185,0.306865,,8341.8,567.2788,1.8496,14.351745,1.855,0.571,0.5866313,A      
114120,14120,72.22928269841,43.39563167976,204541327782593536,0.9993,1.939,0.557,-1.858,14.83484,0.002964,15.073436,0.00329,14.325536,0.003923,,,0.7479,0.238596,0.509304,,10705.2,2611.9854,1.8339,39.125877,2.472,,0.606626,B      
92952,92952,113.45844276723,0.10556773875,3086439403867286528,0.2966,2.899,-2.519,1.434,14.419455,0.002974,14.803442,0.004846,13.860942,0.004794,13.644365,0.138843,0.9425,0.383987,0.558513,,6746.7,1927.1116,2.2879,24.533876,1.99,1.104,0.3805989,A      
105197,5197,77.31143024118,38.91210242199,188454437575542784,0.2805,2.694,0.941,-2.524,13.907073,0.002773,14.134818,0.002907,13.504066,0.003829,,,0.630752,0.227745,0.403007,,12192.8,3156.3633,2.7736,156.99562,3.319,,0.6288435,B      
101915,1915,78.77395538196,33.61694231571,181939320082298880,0.3948,1.479,-1.017,-1.074,12.644547,0.002763,12.903457,0.002851,12.223574,0.003799,,,0.679883,0.258909,0.420974,,9826.0,1931.505,3.67,175.9677,3.192,0.291,0.30600694,B      
51685,51685,351.67390628598,59.06056544866,2011985676151499392,1.259,7.496,7.395,-1.228,12.422647,0.00276,12.945191,0.002867,11.729919,0.003794,11.451452,0.010185,1.215272,0.522544,0.692728,,7601.2,827.0027,2.9535,24.704706,2.013,0.915,0.42806375,A      
113507,13507,71.58455907595,41.97749831975,203570733891843328,0.2028,1.448,0.264,-1.423,16.125652,0.002796,16.437725,0.00549,15.550434,0.00726,,,0.887291,0.312073,0.575218,,10301.1,3999.2456,1.7589,31.578592,2.337,,0.59394145,B      
154650,54650,60.36230081209,57.10479433482,469657770497518336,0.4037,1.221,0.963,-0.749,13.344839,0.002782,13.534351,0.003686,12.804848,0.004552,,,0.729504,0.189512,0.539991,,14470.8,2778.2107,3.0993,269.34763,4.003,,0.6622207,B      
74087,74087,288.26706404497,61.134230655,2251845585154043776,2.2463,13.969,-4.466,-13.236,9.234171,0.00277,9.315949,0.002908,9.067381,0.003791,8.993404,0.008015,0.248569,0.081779,0.16679,,7767.6,428.6082,2.9233,30.044764,2.104,0.832,0.37763628,A      
100669,669,74.96626249324,31.74214944573,157473330937923456,0.7034,6.118,1.85,-5.832,13.264921,0.002762,13.606874,0.002855,12.7396,0.003826,,,0.867273,0.341952,0.525321,,9775.9,1483.9707,2.4871,34.211338,2.243,0.484,0.37675855,B      
162459,62459,23.93877939829,61.25514398892,509977922739141632,0.453,1.295,-1.25,-0.339,14.641641,0.002777,14.9659,0.002935,14.094598,0.003874,,,0.871303,0.32426,0.547043,,10523.5,3006.0312,2.5216,81.031265,2.764,0.293,0.54791874,B      
170369,70369,40.4205180872,64.36771931532,515728716452509440,0.1491,0.158,0.15,0.048,14.682954,0.00278,15.200702,0.003048,13.984028,0.004018,,,1.216674,0.517748,0.698926,,10916.5,3876.3843,4.1557,245.96939,3.481,0.224,0.44936115,B      
92210,92210,122.5538579937,-5.72539753764,3067524161734772480,1.0799,3.417,-1.896,2.844,11.603811,0.002783,11.685397,0.002923,11.451442,0.003823,11.387572,0.012675,0.233955,0.081586,0.15237,,8902.3,906.0046,1.9004,20.071337,2.02,0.427,0.7199202,A      
30524,30524,98.73878828735,37.60847850174,943399737050639104,1.1226,1.548,-1.343,-0.769,11.758993,0.002764,11.985452,0.002895,11.382187,0.003827,11.208814,0.028412,0.603265,0.226459,0.376806,,7186.4,752.2263,2.2341,14.618405,1.781,1.227,0.44690824,A      
