Unnamed: 0.1,Unnamed: 0,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BP-RP,BP-G,G-RP,pscol,Teff,Dist,Rad,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,SpType-ELS
53378,53378,294.85534087258,27.61470283721,2025189543848491392,1.385,5.137,-0.363,-5.124,11.972716,0.002764,12.244254,0.002849,11.540766,0.003799,11.342464,0.026867,0.703488,0.271538,0.431951,,7851.6,679.6591,1.9188,13.677069,1.798,0.874,0.48867357,A      
92830,92830,115.97898329037,-1.11171208768,3085213551482506496,0.4404,4.811,-1.853,4.44,13.774888,0.002774,13.975648,0.002884,13.440616,0.003826,13.285464,0.057543,0.535032,0.20076,0.334272,,7343.8,1618.969,1.7623,13.38241,1.754,1.189,0.48797855,A      
88158,88158,109.53527883048,-8.99940396308,3048456740330200320,0.4145,4.872,-4.311,2.271,13.930635,0.002767,14.238226,0.002894,13.452146,0.003865,13.12315,0.138685,0.78608,0.30759,0.47849,,9361.0,1807.6611,2.0066,43.695335,2.372,0.439,0.762427,A      
121972,21972,69.50036347892,45.43675499622,253903386913187584,0.1938,0.805,0.425,-0.684,16.420372,0.002802,17.018105,0.005625,15.65407,0.004545,,,1.364035,0.597733,0.766302,,9874.7,3647.4797,2.1348,41.123905,2.394,0.323,0.49780422,B      
171194,71194,30.56557974146,65.33898730333,518175679580844672,0.0132,0.382,-0.31,0.223,16.536423,0.002902,16.973524,0.004501,15.737963,0.004313,,,1.235561,0.437101,0.79846,,9624.8,2636.9119,1.3549,,,,,B      
11210,11210,36.59886021865,43.22830930602,339676009819792000,1.3698,10.118,7.967,-6.237,11.680381,0.002816,11.833877,0.003017,11.404508,0.003875,11.265075,0.021628,0.429369,0.153496,0.275873,,7727.5,707.4471,1.8004,10.320232,1.698,0.845,0.5255341,A      
177911,77911,66.64348834492,77.92747705771,551676527559983232,0.4459,1.622,-1.126,1.167,16.799322,0.002861,16.74641,0.005472,16.81294,0.007654,,,-0.06653,-0.052912,-0.013618,,15663.8,12300.868,1.4007,112.3682,,,1.3444108,B      
116091,16091,75.59679732057,46.15763122632,206729145462302336,0.2127,0.824,0.28,-0.775,12.73491,0.002768,12.903791,0.00303,12.42717,0.003811,,,0.476622,0.168881,0.30774,,14233.7,3675.726,4.44,1127.2979,5.218,,0.48488152,B      
73403,73403,339.79037035598,71.43727168376,2229876174601423744,1.0932,4.465,-3.535,-2.726,12.366395,0.002762,12.581265,0.002858,11.994465,0.003815,11.827141,0.024832,0.5868,0.21487,0.37193,,9326.4,1001.8221,1.9902,22.346317,2.098,0.298,0.6038188,A      
84041,84041,117.33120441408,-14.11490143287,3029501847059748096,1.2689,4.216,-3.711,2.002,11.050522,0.002774,11.095956,0.002824,10.953936,0.003807,10.9015,0.007182,0.14202,0.045434,0.096586,,9140.1,981.6533,2.468,24.134258,2.11,0.398,0.53733015,A      
166901,66901,20.71762778011,64.07368368385,512704715878947328,0.4424,0.85,-0.836,-0.155,14.16236,0.002763,14.781972,0.002993,13.389551,0.003799,,,1.392421,0.619612,0.772809,,15001.2,2587.925,3.467,365.18567,4.286,,0.7608147,B      
143983,43983,39.62695811231,54.67731758804,454171217939636352,0.465,1.567,0.241,-1.548,13.699977,0.002771,13.901045,0.002895,13.355872,0.003807,,,0.545173,0.201068,0.344105,,10194.3,2531.499,2.5333,40.89194,2.426,0.236,0.5201279,B      
78360,78360,106.51667900066,-20.70609991743,2929371968824403584,1.2521,16.642,-4.34,16.066,11.454987,0.002821,11.603719,0.002988,11.188606,0.003855,11.075339,0.013305,0.415113,0.148732,0.26638,,7297.3,720.3807,2.0786,12.930991,1.744,1.201,0.43152303,A      
172986,72986,17.43461724943,63.01088106191,523108329259761280,0.2457,1.608,-1.541,-0.46,15.082502,0.002768,15.723742,0.003128,14.28626,0.00385,,,1.437482,0.641239,0.796243,,9664.5,7180.291,8.2559,135.71878,2.997,0.336,0.2823093,B      
29803,29803,121.45954839223,34.59133998944,905492527493153920,4.487,29.514,-2.185,-29.433,9.192769,0.003202,9.316309,0.005875,8.952516,0.005916,8.815606,0.015517,0.363793,0.12354,0.240253,,7386.8,218.7796,1.7123,8.218768,1.603,1.035,0.4713391,A      
174913,74913,14.12237334499,64.9204267069,524331153686682496,0.0815,1.574,-1.574,-0.005,16.71214,0.002814,17.404644,0.005423,15.898797,0.004654,,,1.505847,0.692505,0.813342,,9686.2,2262.5605,1.302,13.8498535,,,0.68865854,B      
161893,61893,23.84814515466,60.28160465233,509781698578247168,0.1553,1.186,-1.133,-0.351,15.720205,0.002768,15.98926,0.003236,15.278859,0.003987,,,0.710401,0.269054,0.441346,,10959.6,5157.311,2.2649,69.31572,2.739,0.205,0.5487429,B      
71846,71846,344.4221815903,65.65003454242,2211914239114548864,1.1987,2.779,-1.07,-2.565,14.276757,0.002923,14.933981,0.002949,13.443854,0.003843,13.067992,0.099107,1.490127,0.657224,0.832903,,8713.0,2703.0867,4.9765,11.558157,1.873,0.211,0.35584408,A      
18195,18195,55.90982715547,55.5799464467,445590800992599040,1.0233,5.134,1.693,-4.847,14.668763,0.002871,15.212815,0.00317,13.851708,0.00394,13.483106,0.097603,1.361107,0.544052,0.817055,1.4543,7123.4,2381.9211,3.578,4.5341306,1.507,0.283,0.4782358,A      
124608,24608,69.84103850135,51.06884541801,260396484112232960,0.1601,0.629,-0.112,-0.619,15.687036,0.002781,16.381426,0.005693,14.858533,0.004037,,,1.522893,0.69439,0.828503,,9998.8,2628.4556,2.4325,55.21927,2.524,0.344,0.48901784,B      
62390,62390,303.66321680556,49.33641306462,2084583920671580160,0.9339,7.042,-0.72,-7.005,12.047675,0.002783,12.248651,0.003084,11.707732,0.003863,11.540725,0.022002,0.540918,0.200975,0.339943,,8414.9,1045.2803,2.425,26.882574,2.089,0.677,0.4748716,A      
132345,32345,12.4374218511,58.52924506686,425178917382435840,0.2202,1.83,-1.455,-1.109,14.093588,0.002814,14.298533,0.003405,13.721037,0.004209,,,0.577496,0.204945,0.372551,,11846.2,5620.108,4.4215,181.05151,3.349,,0.47066554,B      
116390,16390,79.10861725508,42.36928552973,207193933943214976,0.3297,1.719,0.576,-1.619,14.704294,0.002774,14.965923,0.002982,14.280039,0.003989,,,0.685885,0.261629,0.424255,,9663.9,3100.7432,2.2728,31.72329,2.261,0.327,0.49271694,B      
33309,33309,137.45008113492,71.99025590645,1120564015569194240,1.209,7.156,-7.12,-0.714,11.583424,0.002769,11.703298,0.002847,11.372589,0.003797,11.286614,0.008864,0.330709,0.119874,0.210835,,8767.6,836.322,1.9066,18.012547,1.971,0.438,0.729304,A      
122613,22613,76.07989676208,47.6301146487,255161434374378624,0.2761,0.659,-0.128,0.646,15.483927,0.00278,15.854677,0.003443,14.932387,0.004415,,,0.92229,0.37075,0.551539,,9976.2,3615.6194,2.2253,34.344723,2.334,0.239,0.5104502,B      
148866,48866,42.99339967829,57.02979894021,460613256564267008,0.2668,1.837,0.48,-1.773,11.360548,0.00396,11.796818,0.008696,10.740949,0.009757,,,1.055869,0.43627,0.619599,,32348.0,2941.826,6.3431,,,,,B      
141971,41971,52.4224572755,52.85488650521,443277222368294016,0.3078,1.137,0.474,-1.033,14.302148,0.002766,14.896283,0.00303,13.546041,0.00383,,,1.350243,0.594135,0.756107,,11353.8,2759.7126,3.8712,264.47186,3.569,0.203,0.47861025,B      
154540,54540,58.31873039062,56.45881359563,469576681516253184,0.1529,0.233,0.229,-0.04,15.92188,0.002784,16.34688,0.003922,15.310622,0.004315,,,1.036258,0.425,0.611258,,11444.2,3162.5938,1.6295,41.419697,,,0.7278952,B      
83748,83748,111.37961460911,-15.86186311593,3028464973238140032,1.1496,9.77,5.355,-8.172,12.41199,0.002778,12.605485,0.002945,12.081589,0.003863,11.935008,0.021375,0.523896,0.193495,0.330401,,7493.7,927.1235,1.8596,8.386065,1.618,0.932,0.47571543,A      
16642,16642,0.59883668068,62.79395283851,430050505503317888,1.5553,6.888,-6.876,0.401,11.761034,0.002762,11.964062,0.002845,11.420192,0.003794,11.251222,0.017012,0.54387,0.203028,0.340842,,8490.6,629.0551,1.6341,12.570867,1.826,0.352,0.66369826,A      
88289,88289,109.01354645279,-8.21343914316,3048764809742740352,0.6303,2.386,-2.255,0.781,13.864433,0.002778,14.111099,0.00292,13.464574,0.003817,13.431583,0.174908,0.646525,0.246666,0.399859,,8337.2,1684.6635,1.8311,11.923741,1.804,0.375,0.6418072,A      
171008,71008,30.65699344445,64.44027444542,518062395521259392,0.1986,0.87,-0.865,0.088,16.235271,0.002781,16.602243,0.004495,15.67411,0.004384,,,0.928133,0.366972,0.561161,,10917.4,3712.2732,1.5358,32.915737,,,0.85956466,B      
114118,14118,72.44185224093,43.33289420007,204537818788471552,0.5487,3.077,-0.405,-3.05,12.751231,0.002766,12.885613,0.002885,12.511606,0.003803,,,0.374006,0.134381,0.239625,,9637.8,1864.7837,2.7197,49.45875,2.482,0.328,0.40895113,B      
184974,84974,294.2392933198,20.10053648443,1825561628565774208,0.148,5.537,-2.482,-4.949,15.665023,0.002834,16.467861,0.004807,14.769875,0.004494,,,1.697987,0.802838,0.895148,,11241.5,2391.6199,2.3918,86.29919,2.882,,0.6057938,B      
141120,41120,50.30949810634,48.82949455896,435625961469383296,2.3398,9.336,-2.26,-9.058,7.8,0.002808,7.85243,0.002867,7.632871,0.003814,7.546896,0.006935,0.21956,0.052431,0.167129,,10292.3,466.9025,5.361,242.06657,3.416,0.249,0.39726424,B      
87987,87987,108.9982810153,-9.91181128145,3047960482629698944,0.7735,1.564,-1.482,0.5,13.733196,0.002961,13.969332,0.00409,13.358766,0.00432,13.166335,0.091707,0.610566,0.236135,0.374431,,7432.4,1227.826,1.44,5.774314,1.539,0.259,0.5580903,A      
141563,41563,52.18374451683,50.33769512441,441817070928452864,0.702,2.805,-0.634,-2.732,10.766721,0.002774,10.97157,0.002874,10.401836,0.003832,,,0.569734,0.204849,0.364884,,11174.8,1631.4268,6.064,388.97427,3.837,,0.424044,B      
97419,97419,106.36212961924,1.1513236256,3114575253588766848,0.52,1.252,0.44,-1.173,12.892266,0.00277,13.125481,0.002909,12.511204,0.003817,12.343616,0.034121,0.614277,0.233214,0.381063,,7368.9,1623.8147,2.8933,25.794785,2.024,0.962,0.36886254,A      
182396,82396,302.99205069009,17.35516622177,1809595242244667904,0.287,6.846,-3.57,-5.842,16.979887,0.002871,17.219719,0.015102,16.263836,0.010663,,,0.955883,0.239832,0.716051,,10207.9,3955.7385,1.3218,15.986501,,,0.7240275,B      
155569,55569,60.62147555449,59.72949969766,473500632354655488,0.1224,0.359,-0.096,0.346,15.668301,0.002775,16.034637,0.003968,15.109016,0.004083,,,0.925621,0.366337,0.559284,,9740.1,5838.38,3.3501,92.55156,2.773,0.371,0.43210167,B      
37119,37119,301.44013829069,19.46826652362,1822634724282033152,0.6898,2.375,-0.922,-2.189,12.318025,0.002761,12.537087,0.002844,11.953493,0.003792,11.790594,0.018266,0.583593,0.219062,0.364532,,9275.6,1383.4609,2.8041,54.61455,2.454,0.487,0.52407795,A      
58284,58284,301.71006973275,36.34372108838,2059128787708979200,0.7391,0.346,-0.099,0.332,13.251178,0.002766,13.527628,0.002884,12.813831,0.003815,12.568717,0.032917,0.713797,0.27645,0.437346,,7201.8,1221.6853,2.0194,10.474971,1.666,1.281,0.46610966,A      
83064,83064,93.10367665437,-3.92983588638,3021469089981733376,0.8423,3.826,0.588,-3.78,12.372231,0.00365,12.632316,0.008017,11.948566,0.007922,11.76455,0.018873,0.683749,0.260085,0.423664,,7977.7,1086.7758,2.5637,25.03762,2.032,0.823,0.42867652,A      
94564,94564,103.70926184125,-2.81709880693,3102942832883847680,0.4434,1.869,-1.869,-0.016,14.38272,0.002799,14.684276,0.003568,13.914497,0.00404,13.66275,0.03649,0.769778,0.301556,0.468223,,7246.7,2096.3445,2.1483,10.463803,1.668,1.232,0.4567439,A      
11833,11833,37.9029137285,47.99567682311,354266705216382464,1.6211,8.098,-1.169,-8.013,10.031579,0.002829,10.132989,0.002855,9.80566,0.003793,9.713763,0.010392,0.327329,0.10141,0.225919,,9459.4,755.5874,3.4869,58.750748,2.512,0.436,0.52636844,A      
164459,64459,25.94086825815,61.43769271709,511259579644134400,0.3872,1.338,-1.17,-0.65,15.22867,0.002764,15.653936,0.003067,14.613156,0.003886,,,1.04078,0.425266,0.615514,,10237.1,2622.556,1.9559,31.959997,2.32,,0.6331534,B      
160368,60368,32.6790415965,62.04641732271,508548321406966784,0.255,1.563,-1.465,-0.544,15.113656,0.002766,15.73625,0.002991,14.329327,0.003832,,,1.406923,0.622594,0.784329,,9902.4,4843.137,5.3163,125.399185,2.963,0.331,0.33235824,B      
11850,11850,36.1824834647,48.69768682359,354511758869545472,0.4428,1.847,1.416,-1.186,13.218955,0.002767,13.46246,0.002904,12.823286,0.003815,12.675438,0.058949,0.639174,0.243505,0.395669,,7362.0,1751.4768,2.6859,27.767075,2.057,0.939,0.40302402,A      
159012,59012,34.36726588108,59.46351885146,507235435802907648,0.2308,1.074,0.451,-0.975,14.717382,0.002778,15.294224,0.003247,13.974449,0.003934,,,1.319775,0.576841,0.742933,,11797.0,2670.8755,2.9619,322.13187,3.748,,0.5411827,B      
1702,1702,70.36612595833,28.77392523633,158051532318385024,2.1258,11.457,-6.056,-9.726,12.361967,0.002764,13.05042,0.00298,11.542546,0.003813,11.172655,0.017631,1.507874,0.688453,0.819421,,8637.8,438.7416,1.9769,22.566517,2.037,0.589,0.46029633,A      
94218,94218,104.7000386966,-4.528756371,3101698250139904128,0.7627,1.678,-0.722,-1.514,12.075738,0.002798,12.208371,0.00294,11.816602,0.003803,11.691616,0.007673,0.391769,0.132633,0.259136,,8906.3,1380.9576,2.7313,34.863495,2.232,0.552,0.46071902,A      
7577,7577,55.90879169636,44.48163249753,244479747630927488,2.0624,7.927,-1.128,-7.847,11.239684,0.002773,11.449101,0.002854,10.887917,0.003798,10.732327,0.011531,0.561184,0.209416,0.351768,,8088.4,465.6582,1.623,10.813657,1.754,0.465,0.41538924,A      
63804,63804,289.1097279026,46.59650333957,2127754599767875072,4.3519,10.639,1.133,-10.578,7.89415,0.002805,7.904317,0.00289,7.844093,0.00382,7.819609,0.005626,0.060224,0.010167,0.050057,,9727.1,230.6685,2.2616,41.942192,2.382,0.365,0.61762226,A      
38636,38636,305.92374400027,26.91188655036,1835934112006656896,0.2039,0.625,-0.57,-0.257,12.118435,0.002772,12.46991,0.002845,11.581463,0.003795,11.359126,0.015632,0.888447,0.351475,0.536972,,6986.4,4277.4253,14.8207,525.6786,3.1,0.345,0.17192076,A      
178827,78827,129.31354745536,42.29704363556,916509432140894080,0.3276,2.249,-0.744,-2.122,14.139348,0.002855,14.150477,0.002994,14.130913,0.003965,,,0.019565,0.011129,0.008435,,9773.1,3143.2717,1.663,17.904081,,,0.6635013,B      
44561,44561,319.12719999094,40.68126229969,1968657844215618304,0.4416,5.977,-3.083,-5.12,14.15069,0.002765,14.439421,0.002936,13.699698,0.003852,13.489227,0.073902,0.739722,0.288731,0.450992,,7425.9,1800.6241,1.9442,14.922668,1.802,1.111,0.51139194,A      
96286,96286,110.32219207183,-1.2146021722,3109957888870209024,1.0068,1.99,-1.189,-1.595,11.55939,0.002777,11.628649,0.002876,11.424802,0.003818,11.374971,0.022312,0.203847,0.069259,0.134588,,8567.8,1125.2611,2.3932,20.097054,1.989,0.588,0.5525622,A      
95186,95186,102.49013201538,-2.17786872467,3106235144354538496,1.3414,4.375,-2.168,-3.8,10.270811,0.002856,10.337089,0.003203,10.143356,0.004092,10.085066,0.010873,0.193732,0.066278,0.127455,,9016.1,999.0403,3.7229,45.949738,2.362,0.523,0.48413953,A      
148385,48385,35.12586987157,59.68068026661,459320230892502144,0.333,0.929,-0.648,-0.666,11.686233,0.002767,11.944294,0.002856,11.256069,0.003811,,,0.688225,0.258061,0.430163,,16087.6,2102.8464,4.6751,2585.581,6.528,,0.53822845,B      
114423,14423,71.47294928701,44.38408620491,204860976426748544,0.4006,2.381,1.784,-1.577,15.693399,0.002888,16.142467,0.004623,14.961158,0.005188,,,1.18131,0.449068,0.732242,,11580.6,2223.6792,1.4293,33.188084,,,0.7880674,B      
131438,31438,6.62819857063,56.11780944602,421339628937234432,0.387,3.475,-2.929,-1.869,12.662657,0.002765,12.71035,0.002883,12.561399,0.003847,,,0.148952,0.047693,0.101258,,14597.1,3216.4314,3.0503,220.04718,3.907,,0.67273295,B      
113721,13721,69.27662299094,41.31829467374,203856984870451072,0.317,1.456,-0.292,-1.426,14.699546,0.002778,14.906707,0.003007,14.342626,0.003942,,,0.564081,0.207161,0.35692,,11134.0,3735.9807,2.2936,42.97091,2.594,,0.56358886,B      
80996,80996,99.17183509853,-14.84103589336,2950709813020461824,0.6164,4.076,-1.307,3.861,13.848689,0.002827,14.099028,0.003043,13.451113,0.004035,13.448119,0.088318,0.647915,0.250339,0.397576,,7506.5,1607.2001,1.8468,7.6693363,1.567,1.215,0.43352625,A      
28512,28512,154.63443176521,29.81922584538,741401553898398976,3.7721,22.371,-0.068,-22.371,8.148406,0.002855,8.237718,0.003458,7.958564,0.0041,7.887096,0.004739,0.279153,0.089312,0.189842,,7652.4,257.9156,2.9897,28.763327,2.081,0.866,0.37103757,A      
65767,65767,318.48891017961,49.0084770644,2165728359840920448,0.9247,3.849,-1.786,-3.409,14.483777,0.002963,15.20405,0.003162,13.532057,0.003861,13.131994,0.053012,1.671993,0.720273,0.95172,,7754.6,1913.8916,3.9385,13.703766,1.791,0.917,0.33530894,A      
173954,73954,13.46208514876,63.62333779338,523794802477457280,0.277,3.07,-3.033,-0.475,14.782471,0.002768,15.043982,0.003077,14.352881,0.003977,,,0.6911,0.261511,0.429589,,9941.2,4414.861,3.0925,47.583237,2.456,0.337,0.45052743,B      
53411,53411,293.42349681721,27.76886424889,2025429168663172352,1.1814,3.824,0.897,-3.717,11.879384,0.002762,12.047793,0.002854,11.587192,0.003789,11.466096,0.018941,0.460602,0.168409,0.292192,,8142.7,758.5403,1.8037,18.753918,1.987,0.446,0.6424347,A      
175630,75630,20.20639063033,64.91917170834,524864936524129024,0.2099,1.907,-1.9,-0.165,14.921078,0.002862,15.287538,0.004457,14.363276,0.004647,,,0.924262,0.36646,0.557802,,12261.5,3943.2952,2.8085,181.94516,3.401,,0.5711018,B      
5861,5861,79.22962108737,49.06721116685,213305053928626304,0.6024,1.376,0.81,-1.112,14.461515,0.002773,14.794493,0.003029,13.951925,0.00394,13.892027,0.067289,0.842567,0.332977,0.50959,,7463.4,1330.1384,1.3727,6.837794,1.564,0.704,0.6267203,A      
35709,35709,325.41016895741,21.60197465374,1793717504046450432,14.4992,39.711,15.689,-36.481,6.964256,0.002793,7.098741,0.002999,6.706657,0.004016,6.599952,0.006787,0.392084,0.134485,0.257599,,7250.3,68.8841,1.5506,5.988217,1.511,0.818,0.48166016,A      
76014,76014,357.48133825401,12.42615437024,2769750540049464576,1.5327,11.463,0.3,-11.459,10.134643,0.002786,10.290185,0.002985,9.856886,0.003843,9.743282,0.008006,0.433299,0.155542,0.277757,,7601.4,606.399,3.1475,29.199038,2.079,0.933,0.33401698,A      
23130,23130,20.26611572772,63.3846339691,512655478373482880,0.7562,4.105,-4.095,0.294,14.988836,0.002764,15.713977,0.003245,14.142339,0.003848,13.841121,0.108388,1.571638,0.725141,0.846498,,9244.2,1483.412,2.0455,20.549799,2.064,0.266,0.50167906,A      
171817,71817,25.07442031056,66.61913807967,519467124702379008,0.1238,1.534,-1.523,0.187,15.694382,0.002775,16.294504,0.003546,14.933071,0.003931,,,1.361433,0.600122,0.761311,,11478.1,2408.9265,1.7899,51.584957,2.69,,0.724608,B      
61062,61062,301.09511524933,41.93706900251,2074848299275815296,0.5315,7.959,-2.423,-7.582,14.22068,0.002792,14.566899,0.002903,13.684752,0.003895,13.418016,0.060758,0.882147,0.346219,0.535928,,7982.4,1891.391,2.1528,15.173703,1.839,0.819,0.58072156,A      
106388,6388,86.19003874938,38.41509614167,189926241267515776,0.1615,0.919,0.41,-0.822,14.432311,0.002769,14.629,0.002997,14.065525,0.003883,,,0.563475,0.196689,0.366786,,12665.9,4805.999,3.1062,242.07953,3.632,,0.5654852,B      
23497,23497,39.17571543201,64.84884496258,515986173969999104,0.3595,3.12,-2.158,2.253,15.069263,0.002764,15.793757,0.00329,14.222416,0.003835,13.796206,0.067203,1.571341,0.724494,0.846847,,8754.4,1975.4053,2.6143,61.33435,2.493,0.524,0.5733951,A      
71283,71283,349.13219987854,64.56048412462,2207868384225417984,0.2983,4.734,-3.616,-3.056,14.838266,0.002775,15.573899,0.003315,13.981786,0.003835,13.527266,0.067748,1.592114,0.735633,0.856481,,7497.4,2000.0809,3.3247,130.33002,2.901,0.384,0.28803524,A      
95723,95723,108.64841510704,-2.67097014023,3108257837737943168,0.7314,2.518,-0.235,-2.507,12.679941,0.002778,12.872006,0.002901,12.352383,0.003849,12.224989,0.128075,0.519624,0.192065,0.327559,,7494.2,1315.9758,2.3245,15.353324,1.813,1.068,0.46866244,A      
87318,87318,108.98450544192,-12.34153117828,3045145801578452608,0.8013,3.836,-2.786,-2.637,11.699331,0.002772,11.788792,0.002834,11.519358,0.00379,11.431139,0.017307,0.269434,0.08946,0.179974,,9250.7,1588.5231,3.3186,40.67048,2.325,0.475,0.43925205,A      
166590,66590,24.23804917227,63.59775067051,512488730563569792,0.1501,1.062,-0.977,0.415,16.506733,0.002836,17.578136,0.007814,15.469153,0.004325,,,2.108983,1.071404,1.03758,,9657.6,2636.767,2.7619,88.852516,2.727,0.393,0.41917422,B      
47096,47096,342.09988894866,48.11330640105,1985289052791606784,1.4208,9.853,-6.309,-7.569,12.305314,0.002782,12.510855,0.003163,11.954938,0.003931,11.78992,0.012396,0.555917,0.205541,0.350376,,7463.7,659.6275,1.4122,6.180742,1.549,0.449,0.5984145,A      
38856,38856,314.92792698913,23.29080553024,1839485397108444160,0.539,2.598,1.918,-1.752,11.275907,0.002783,11.398601,0.002845,11.045469,0.003799,10.932135,0.013854,0.353131,0.122694,0.230437,,8983.7,1432.2253,3.8764,125.96608,2.899,0.39,0.46866933,A      
120296,20296,61.35245637363,49.64680013944,247465024781088256,0.3841,0.722,-0.132,-0.71,17.60053,0.0029,18.410288,0.013812,16.614824,0.006007,,,1.795464,0.809757,0.985706,,9609.7,2755.1501,1.4364,15.17986,,,0.53484184,B      
18257,18257,47.83444750152,53.53692097633,446371316808175488,1.6238,3.149,-2.613,1.758,12.410771,0.00276,12.817662,0.002857,11.833461,0.0038,11.607529,0.011078,0.984201,0.406891,0.577311,,7080.9,595.5093,1.8556,11.189153,1.744,0.682,0.66895497,A      
75095,75095,10.04667092148,-12.57415890422,2376834699743944832,2.0877,17.359,6.348,-16.157,10.385507,0.002862,10.512225,0.003724,10.072964,0.004271,9.974688,0.010198,0.439261,0.126719,0.312543,1.6378,7217.6,493.8081,2.4182,12.907554,1.739,1.246,0.3827164,A      
73199,73199,342.30059264896,71.3993020499,2226964148118379904,1.2792,8.013,-6.92,-4.039,11.504754,0.002769,11.72004,0.002857,11.143554,0.003796,10.987535,0.015116,0.576487,0.215286,0.3612,,7392.2,872.9694,2.8687,17.61307,1.875,0.991,0.32993302,A      
102303,2303,82.46337597456,34.71135533053,182659259682271616,0.3297,1.592,-0.021,-1.592,14.690265,0.002776,15.030383,0.003396,14.16402,0.003858,,,0.866364,0.340118,0.526245,,9745.9,5913.4775,5.0277,45.69619,2.423,0.373,0.36892724,B      
95830,95830,108.73731773862,-1.91760333861,3108507972329896192,1.2413,2.14,-1.934,0.916,12.190081,0.002768,12.333162,0.00316,11.940766,0.003831,11.84704,0.032013,0.392396,0.143082,0.249314,,7633.0,939.7028,1.8164,7.0621963,1.596,0.424,0.5903782,A      
133665,33665,11.94929275069,60.5104933057,426943702267906048,0.2601,2.942,-2.837,-0.777,15.20127,0.002769,15.503728,0.00348,14.716123,0.003969,,,0.787605,0.302458,0.485147,,10033.2,3005.8909,1.8583,42.959133,2.418,0.315,0.6418562,B      
126837,26837,64.95887538894,52.91417299507,275284799265723520,0.2323,1.061,0.697,-0.8,15.156474,0.002774,15.578455,0.003197,14.544845,0.003961,,,1.03361,0.421981,0.61163,,10918.8,4232.07,3.15,133.40483,3.076,0.256,0.48589247,B      
112008,12008,75.4342198466,41.59068241702,201717777623281536,0.5222,2.721,1.164,-2.459,12.633963,0.002765,12.778548,0.002841,12.3734,0.00382,,,0.405149,0.144586,0.260563,,11157.8,1963.0056,2.7061,90.86092,2.897,0.213,0.5498308,B      
61220,61220,301.27206811065,42.85684611855,2075743370453424000,0.4198,6.931,-0.064,-6.931,14.236737,0.002768,14.676415,0.003035,13.626293,0.003841,13.418195,0.052438,1.050122,0.439678,0.610444,,6369.9,1958.9374,2.8692,16.57157,1.816,1.377,0.3102901,A      
180364,80364,250.41902919351,36.52460000414,1328059795517556096,0.151,3.896,-3.236,-2.169,15.372299,0.002817,15.367422,0.003542,15.341676,0.004808,,,0.025746,-0.004877,0.030623,,10177.1,12555.817,3.7012,132.88165,3.02,0.306,0.4425861,B      
63274,63274,289.69427240579,39.48722052838,2101034886666726016,0.8176,3.017,2.703,1.341,12.112817,0.002764,12.210503,0.002864,11.937051,0.003799,11.837134,0.018082,0.273452,0.097686,0.175766,,8857.2,1188.6786,2.0313,23.585995,2.079,0.489,0.6926947,A      
118479,18479,66.2088995562,44.34988435355,229606786980812928,0.3359,1.209,-0.682,-0.999,12.329467,0.002762,12.663981,0.002859,11.813729,0.003803,,,0.850252,0.334515,0.515738,,15202.1,3386.3696,6.7166,1464.7225,5.539,,0.52612144,B      
89666,89666,107.25379515649,-5.51779650398,3053338675039822848,0.8589,3.36,-1.758,-2.863,12.829577,0.002775,13.024176,0.002859,12.495616,0.003817,12.332495,0.046799,0.52856,0.194598,0.333962,,7467.3,1109.527,1.8015,9.506831,1.652,1.041,0.575818,A      
139800,39800,2.20449202625,63.45860535703,431548800564267392,0.3226,2.123,-1.955,-0.827,14.778922,0.002775,15.00577,0.002938,14.397076,0.003916,,,0.608694,0.226848,0.381846,,9947.9,2952.3032,1.9075,30.797909,2.284,0.205,0.78653616,B      
155122,55122,65.4630335921,58.12242389252,470710071845353472,0.167,0.533,0.518,0.124,16.227724,0.002779,16.62185,0.003935,15.650812,0.004315,,,0.971037,0.394125,0.576912,,9741.4,8737.471,4.0231,137.32878,3.014,0.329,0.41328818,B      
52228,52228,351.00655529836,60.90822897066,2015432095349946496,1.4844,9.656,-4.69,-8.44,11.672347,0.002768,11.939182,0.002857,11.243803,0.003805,11.062077,0.018096,0.695379,0.266835,0.428544,,7178.2,650.8546,2.1972,10.865287,1.677,1.296,0.4231274,A      
128840,28840,30.54290878652,52.00736234007,359809068455204992,0.7719,3.912,1.574,-3.581,9.222529,0.002783,9.259901,0.002924,9.116415,0.003943,9.043282,0.006909,0.143486,0.037372,0.106114,,11271.5,1213.3591,6.2959,640.3979,4.216,,0.4162002,B      
180999,80999,220.18060955356,39.61303307787,1488020114377305088,0.0288,1.53,-1.221,-0.922,15.455898,0.007796,15.608997,0.025925,15.143389,0.023232,,,0.465609,0.153099,0.31251,,10896.0,4752.7056,1.8724,47.20494,2.575,,0.64660317,B      
8190,8190,55.71000661934,51.13933869098,251435498706669952,1.7242,0.755,0.698,-0.287,12.504663,0.002761,12.88981,0.002832,11.942455,0.003813,11.693489,0.018001,0.947354,0.385146,0.562208,,7573.2,579.5626,1.5873,7.3476615,1.593,0.639,0.55009246,A      
